,year,type,country,activity,age,species_,mes,fatal,sex,especie_tiburon,age_ok
288,2012,Unprovoked,australia,Spearfishing,34,Allegedly a 4 m tiger shark,Jan,N,M,Unspecified,34
289,2011,Unprovoked,australia,Surfing,51,"White shark, 2.5m",Dec,N,M,White shark,51
290,2011,Unprovoked,australia,Swimming,10,Wobbegong shark?,Nov,N,M,Unspecified,10
291,2011,Unprovoked,australia,Diving,32,"White shark, 10'",Oct,Y,M,White shark,32
292,2011,Unprovoked,australia,Diving,50,"Port Jackson shark, 1m",Oct,N,M,Unspecified,50
293,2011,Invalid,usa,Surfing,27,No shark involvement,Sep,,M,Unspecified,27
294,2011,Unprovoked,south africa,Swimming,43,White shark,Sep,N,M,White shark,43
295,2011,Unprovoked,usa,Spearfishing,21,"Bull shark, 6'",Sep,N,M,Bull shark,21
296,2011,Unprovoked,usa,Surfing,25,4' to 6' shark,Sep,N,M,Unspecified,25
297,2011,Unprovoked,papua new guinea,Kite Surfing,30,"Tiger shark, 2m",Sep,N,M,Tiger shark,30
298,2011,Unprovoked,australia,Body boarding,21,White shark,Sep,Y,M,White shark,21
299,2011,Unprovoked,usa,Surfing,19,"6' shark, possibly a blactip or spinner shark",Sep,N,M,Unspecified,19
300,2011,Unprovoked,usa,Surfing,19,6' shark,Aug,N,M,Unspecified,19
301,2011,Invalid,australia,Swimming,48,Shark involvement prior to death not confirmed,Aug,,M,Unspecified,48
302,2011,Unprovoked,south africa,Surfing,49,"White shark, >6'",Aug,Y,M,White shark,49
303,2011,Unprovoked,usa,Wading,20s,Possibly a 5' to 6' sandtiger shark,Aug,N,F,Unspecified,20
304,2011,Unprovoked,russia,Swimming,25,4 m shark,Aug,N,M,Unspecified,25
305,2011,Unprovoked,french polynesia,Surfing,32,Grey reef shark ,Aug,N,M,Grey shark,32
306,2011,Unprovoked,seychelles,Swimming or Snorkeling,30,"Bull shark, 6'",Aug,Y,M,Bull shark,30
307,2011,Unprovoked,south africa,Surfing,29,"White shark, 3m to 4m",Jul,N,M,White shark,29
308,2011,Unprovoked,south africa,Scuba diving,22,"Bull shark, 3m female",Jun,N,M,Bull shark,22
309,2011,Unprovoked,usa,Playing in the surf,10,"Bull shark, 6'",Jun,N,F,Bull shark,10
310,2011,Unprovoked,usa,Scuba diving,28,"Blacktip shark, 4'",Jun,N,M,Unspecified,28
311,2011,Unprovoked,usa,Wading,19,3' to 4' shark,Jun,N,M,Unspecified,19
312,2011,Unprovoked,south africa,Spearfishing,28,Zambesi shark,May,Y,M,Unspecified,28
313,2011,Unprovoked,new caledonia,Kite Boarding,15," Tiger shark, 2.8m",May,Y,M,Tiger shark,15
314,2011,Unprovoked,australia,Washing sand off a speared fish,17,"reef shark, 1.5m",Apr,N,M,Unspecified,17
315,2011,Unprovoked,usa,Surfing ,49,1' to 2' shark,Apr,N,M,Unspecified,49
316,2011,Unprovoked,new zealand,Surfing,41,possibly a bronze whaler shark,Apr,N,M,Unspecified,41
317,2011,Unprovoked,australia,Surfing,48,"Bull shark, 2.5m",Mar,N,M,Bull shark,48
318,2011,Unprovoked,australia,Wakeboarding,24,3 m to 4 m shark,Mar,N,F,Unspecified,24
319,2011,Provoked,australia,Fishing,36,"Bull shark, 2m",,N,M,Bull shark,36
320,2011,Unprovoked,new caledonia,Spearfishing,21,1.5 m shark,Feb,N,M,Unspecified,21
321,2011,Unprovoked,australia,Diving for abalone,49,White shark x 2,Feb,Y,M,White shark,49
322,2011,Unprovoked,mexico,Swimming,38,6' shark,Jan,N,F,Unspecified,38
323,2011,Unprovoked,bahamas,Scuba diving,55,Caribbean reef shark,Jan,N,M,Unspecified,55
324,2011,Invalid,australia,Swimming,7,Shark involvement not confirmed,Jan,,F,Unspecified,7
325,2010,Unprovoked,usa,Body boarding,16,6' shark,Dec,N,M,Unspecified,16
326,2010,Unprovoked,egypt,Snorkeling,70,"Oceanic whitetip shark, 2.5m ",Dec,Y,F,Unspecified,70
327,2010,Unprovoked,egypt,Snorkeling,54,Mako shark ,Dec,N,M,Unspecified,54
328,2010,Unprovoked,egypt,Snorkeling,46,Mako shark,Dec,N,M,Unspecified,46
329,2010,Unprovoked,egypt,Snorkeling,70,"Oceanic whitetip shark, 2.5m, female",Nov,N,F,Unspecified,70
330,2010,Unprovoked,egypt,Snorkeling,48,"Oceanic whitetip shark, 2.5m, female",Nov,N,F,Unspecified,48
331,2010,Unprovoked,australia,Snorkeling,20,White shark,Oct,N,F,White shark,20
332,2010,Unprovoked,usa,Scuba diving,30,"Porbeagle shark, 8' ",Oct,N,M,Unspecified,30
333,2010,Unprovoked,usa,Body boarding,19,"White shark, 14' to 18' ",Oct,Y,M,White shark,19
334,2010,Unprovoked,australia,Surfing,22,"Bull shark, 1.4m ",Oct,N,M,Bull shark,22
335,2010,Unprovoked,usa,Surfing,29,White shark,Sep,N,M,White shark,29
336,2010,Unprovoked,australia,Surfing,15,2m shark,,N,M,Unspecified,15
337,2010,Unprovoked,australia,Surfing,31,White shark,Aug,Y,M,White shark,31
338,2010,Unprovoked,usa,Standing,37,3' to 4' shark,Aug,N,F,Unspecified,37
339,2010,Unprovoked,usa,Swimming,10,Possibly a small blacktip shark,Jul,N,M,Unspecified,10
340,2010,Unprovoked,usa,Swimming,13,"Sandtiger shark, 4' to 5'",Jul,N,F,Unspecified,13
341,2010,Provoked,spain,Swimming,9,Angel shark,Jul,N,M,Unspecified,9
342,2010,Provoked,usa,Fishing,20,"Blue shark, 7'",Jul,N,M,Unspecified,20
343,2010,Unprovoked,usa,Surfing,19,4' shark,Jul,N,M,Unspecified,19
344,2010,Unprovoked,usa,Stand-Up Paddleboarding,48,8' shark,Jul,N,M,Unspecified,48
345,2010,Unprovoked,vietnam,Swimming,17,1 m shark,Jun,N,M,Unspecified,17
346,2010,Unprovoked,usa,Boogie Boarding,18,4' shark,Jun,N,F,Unspecified,18
347,2010,Provoked,usa,Fishing,49,"Lemon shark, 4'",May,N,M,Lemon shark,49
348,2010,Unprovoked,vietnam,Rescuing,58,20 to 30kg shark,May,N,F,Unspecified,58
349,2010,Unprovoked,vietnam,Swimming,60,20 to 30kg shark,May,N,F,Unspecified,60
350,2010,Unprovoked,usa,Wading,10,4' shark,May,N,F,Unspecified,10
351,2010,Provoked,usa,Measuring sharks,29,"Lemon shark, 6'",Apr,N,M,Lemon shark,29
352,2010,Unprovoked,usa,Surfing,68,14' shark,Apr,N,M,Unspecified,68
353,2010,Unprovoked,south africa,Surfing,35,2 m shark,Apr,N,M,Unspecified,35
354,2010,Unprovoked,egypt,Swimming / treading water,24,"Oceanic whitetip shark, 6'",Apr,N,M,Unspecified,24
355,2010,Unprovoked,reunion,Surfing,34,1.5 m shark,,N,M,Unspecified,34
356,2010,Unprovoked,australia,Snorkeling,60,2 m shark,Feb,N,F,Unspecified,60
357,2010,Unprovoked,australia,Surfing,46,"Wobbegong shark, 1.6m",Feb,N,M,Unspecified,46
358,2010,Unprovoked,australia,Body boarding,18,"White shark, 2.5m",Feb,N,M,White shark,18
359,2010,Invalid,guam,Spearfishing (free diving),31,Invalid,Feb,,M,Unspecified,31
360,2010,Provoked,new zealand,Boogie Boarding,14,1.5 m shark,Feb,N,F,Unspecified,14
361,2010,Unprovoked,south africa,Standing,37,White shark,Jan,Y,M,White shark,37
362,2009,Unprovoked,mozambique,Swimming,27,"Zambesi shark, 2m ",Dec,N,M,Unspecified,27
363,2009,Unprovoked,australia,Spearfishing,18,"Bull shark, 3m",Dec,N,M,Bull shark,18
364,2009,Provoked,usa,Diving,58,"Sandtiger shark, 8'",Dec,N,M,Unspecified,58
365,2009,Invalid,usa,Surfing,49,Shark involvement not confirmed,Nov,,M,Unspecified,49
366,2009,Unprovoked,usa,Wading,10,6' shark,Nov,N,M,Unspecified,10
367,2009,Unprovoked,usa,Fishing,31,Thresher shark,Nov,N,M,Unspecified,31
368,2009,Unprovoked,usa,Surfing,18,4' shark,Nov,N,M,Unspecified,18
369,2009,Unprovoked,australia,Kayaking,25,2 m shark,Nov,N,M,Unspecified,25
370,2009,Boating,australia,Kayaking,27,"White shark, 4m",Oct,N,M,White shark,27
371,2009,Unprovoked,usa,Surfing,54,6' to 8' shark,Oct,N,M,Unspecified,54
372,2009,Provoked,scotland,Diving,23,Angel shark,Oct,N,M,Unspecified,23
373,2009,Provoked,united kingdom,Fishing,39,Spurdog,Oct,N,M,Unspecified,39
374,2009,Invalid,usa,Swimming,60,Shark involvement prior to death not confirmed,Sep,Y,M,Unspecified,60
375,2009,Unprovoked,south africa,Surfing,25,White shark,Aug,Y,M,White shark,25
376,2009,Unprovoked,usa,Swimming,22,"White shark, 5' to 6' juvenile ",Aug,N,F,White shark,22
377,2009,Unprovoked,usa,Wade Fishing,56,Bull shark?,Aug,N,M,Bull shark,56
378,2009,Provoked,usa,Swimming,43,"Nurse shark, 6'",Jul,N,F,Unspecified,43
379,2009,Unprovoked,australia,Surfing,52,"Thought to involve a Bronze whale shark, 2m",Jun,N,M,Unspecified,52
380,2009,Invalid,usa,Crawling,14,"Shark involvement probable, but not confirmed",Jun,,M,Unspecified,14
381,2009,Unprovoked,egypt,Snorkeling,50,"Oceanic whitetip shark, 2.5 to 3m",Jun,Y,F,Unspecified,50
382,2009,Provoked,taiwan,Fishing,46,80 kg shark,May,N,M,Unspecified,46
383,2009,Unprovoked,usa,Surfing,31,blacktip or spinner shark,May,N,M,Unspecified,31
384,2009,Unprovoked,usa,Surfing,49,blacktip or spinner shark,May,N,M,Unspecified,49
385,2009,Unprovoked,usa,Surfing,55,blacktip or spinner shark,May,N,M,Unspecified,55
386,2009,Provoked,guam,Spearfishing,27,"Blacktip shark, 4'",May,N,M,Unspecified,27
387,2009,Unprovoked,usa,Surfing,31,2' to 3' shark,Apr,N,M,Unspecified,31
388,2009,Unprovoked,australia,Surf skiing ,40,2' to 3' shark,Apr,N,M,Unspecified,40
389,2009,Invalid,south africa,Swimming,24,Shark involvement not confirmed,Apr,,M,Unspecified,24
390,2009,Unprovoked,australia,Surfing,17,Bronze whaler shark?,Mar,N,M,Unspecified,17
391,2009,Unprovoked,usa,Surfing,17,3' to 4' shark,Mar,N,F,Unspecified,17
392,2009,Unprovoked,usa,Swimming,61,Thought to involve a cookie cutter shark,Mar,N,M,Unspecified,61
393,2009,Provoked,south africa,Fishing,40,"Blue shark, 1m",Mar,N,M,Unspecified,40
394,2009,Unprovoked,australia,Surfing,15,2.6 m shark,Mar,N,M,Unspecified,15
395,2009,Unprovoked,australia,Surfing,33,"White shark, 2.5m ",Feb,N,M,White shark,33
396,2009,Unprovoked,australia,"Diving, but on the surface when bitten by the shark",31,"Bull shark, 2.7 m ",Feb,N,M,Bull shark,31
397,2009,Unprovoked,australia,Surfing,41,"White shark, 12' ",Feb,N,M,White shark,41
398,2009,Unprovoked,cuba,Spearfishing,15,Bull shark,Jan,N,M,Bull shark,15
399,2009,Unprovoked,south africa,Swimming,25,Tiger shark,Jan,Y,M,Tiger shark,25
400,2009,Unprovoked,australia,Snorkeling,24,"Dusky shark, 2m",Jan,N,M,Unspecified,24
401,2009,Unprovoked,australia,Surfing,13,"White shark, 5m",Jan,N,F,White shark,13
402,2009,Unprovoked,australia,Surfing,31,"White shark, 3.5m",Jan,N,M,White shark,31
403,2009,Unprovoked,new zealand,Swimming,49,Broadnose sevengill shark,Jan,N,M,Unspecified,49
404,2008,Boating,australia,Kayaking,29,"White shark, 4m to 5m ",Dec,N,M,White shark,29
405,2008,Unprovoked,australia,Snorkeling,51,4 to 5m white shark,Dec,Y,M,Unspecified,51
406,2008,Provoked,south africa,Fishing,15,"Raggedtooth shark, 2m",Dec,N,M,Unspecified,15
407,2008,Provoked,australia,Scuba diving,34,"Grey nurse shark, 3m",Oct,N,M,Grey shark,34
408,2008,Unprovoked,croatia,Spearfishing,43,5 m white shark,Oct,N,M,Unspecified,43
409,2008,Unprovoked,usa,Surfing,40,+3' shark,Sep,N,M,Unspecified,40
410,2008,Provoked,australia,Swimming,43,Bronze whaler shark,Sep,N,M,Unspecified,43
411,2008,Unprovoked,usa,Surfing,40,Tiger shark,Sep,N,M,Tiger shark,40
412,2008,Unprovoked,australia,Surfing,51,3 m shark,Sep,N,M,Unspecified,51
413,2008,Unprovoked,usa,Surfing,52,4' shark,Sep,N,M,Unspecified,52
414,2008,Invalid,usa,Swimming,27,Shark involvement not confirmed,Aug,,M,Unspecified,27
415,2008,Unprovoked,usa,Surfing,26,6' shark,Aug,N,M,Unspecified,26
416,2008,Invalid,usa,Surfing,20,Shark involvement not confirmed,Aug,,F,Unspecified,20
417,2008,Unprovoked,usa,Treading water,38,8' bull shark or Caribbean reef shark,Aug,N,F,Unspecified,38
418,2008,Unprovoked,australia,Surfing,31,8' white shark or 7-gill shark,Jul,N,M,Unspecified,31
419,2008,Unprovoked,usa,Wading,8,3' to 4' shark,Jul,N,F,Unspecified,8
420,2008,Unprovoked,usa,Wading,16,4' shark,Jul,N,M,Unspecified,16
421,2008,Invalid,usa,Wading,53,Shark involvement prior to death not confirmed,Jun,,M,Unspecified,53
422,2008,Unprovoked,south africa,Surf skiing ,46,"White shark, 2m",Jun,N,M,White shark,46
423,2008,Unprovoked,usa,Swimming,37,4.5 to 5' shark,Jun,N,M,Unspecified,37
424,2008,Boating,usa,Kayaking,40,"White shark, 15'",Jun,N,F,White shark,40
425,2008,Unprovoked,usa,Body surfing,15,5' shark,Jun,N,F,Unspecified,15
426,2008,Unprovoked,brazil,Swimming,14,Bull shark,Jun,N,M,Bull shark,14
427,2008,Unprovoked,mexico,Surfing,49,3 m shark,May,N,M,Unspecified,49
428,2008,Unprovoked,australia,Swimming,37,"White shark, 4m",May,N,M,White shark,37
429,2008,Unprovoked,new caledonia,Fishing,40,2 small bull sharks,May,N,M,Unspecified,40
430,2008,Unprovoked,mexico,Surfing,24,Tiger shark,Apr,Y,M,Tiger shark,24
431,2008,Unprovoked,usa,Surfing,18,4' shark,Apr,N,M,Unspecified,18
432,2008,Unprovoked,new caledonia,Swimming,32,"Bull shark, 1.8m",Apr,N,M,Bull shark,32
433,2008,Unprovoked,usa,Swimming,66,"White shark, 12' to 15'",Apr,Y,M,White shark,66
434,2008,Invalid,mexico,Swimming,32,"Reported by media as shark attack, but shark involvement prior to death was not confirmed",Apr,,M,Unspecified,32
435,2008,Invalid,australia,Surfing,19,Shark involvement not confirmed; thought to be a barracuda bite,Apr,,M,Unspecified,19
436,2008,Unprovoked,usa,Surfing,30,1.5' to 2' shark,Apr,N,M,Unspecified,30
437,2008,Unprovoked,australia,Body boarding,16,Bull shark,Apr,Y,M,Bull shark,16
438,2008,Unprovoked,usa,Surfing,52,4' to 5' shark,Mar,N,M,Unspecified,52
439,2008,Unprovoked,usa,Walking out of the water after surfing,13,2.5' shark,Mar,N,M,Unspecified,13
440,2008,Unprovoked,usa,Jet skiing,8,Shark involvement not confirmed,Mar,N,M,Unspecified,8
441,2008,Unprovoked,usa,Surfing,27,White shark,Mar,N,M,White shark,27
442,2008,Unprovoked,bahamas,Diving,49,"A bull shark, according to some of the divers on the boat",Feb,Y,M,Unspecified,49
443,2008,Provoked,australia,Accidentally stood on hooked shark's tail before attempting to gut it ,20,"Mako shark, 90kg",Jan,N,M,Unspecified,20
444,2007,Unprovoked,australia,Surfing,31,2 m shark,Dec,N,M,Unspecified,31
445,2007,Invalid,australia,Swimming,34,Not a shark attack; it was a hoax,Dec,,M,Unspecified,34
446,2007,Unprovoked,usa,Surfing,52,Tiger shark,Dec,N,M,Tiger shark,52
447,2007,Unprovoked,south africa,Surfing,14,1.5 to 2 m shark,Nov,N,M,Unspecified,14
448,2007,Unprovoked,usa,Surfing,21,4' to 5' shark,Nov,N,M,Unspecified,21
449,2007,Unprovoked,usa,Surfing,42,5' shark,Nov,N,M,Unspecified,42
450,2007,Unprovoked,south africa,Surfing,37,"White shark, 3m to 4m",Nov,N,M,White shark,37
451,2007,Unprovoked,usa,Floating,32,Tiger shark,Oct,N,M,Tiger shark,32
452,2007,Unprovoked,australia,Surf-skiing,52,"White shark, 2.5m ",Oct,N,F,White shark,52
453,2007,Unprovoked,australia,Spearfishing,31,Bronze whaler shark,Oct,N,M,Unspecified,31
454,2007,Unprovoked,usa,Surfing,22,3' to 4' shark,Oct,N,M,Unspecified,22
455,2007,Unprovoked,usa,Surfing,16,"Blacktip shark, 5'",Oct,N,M,Unspecified,16
456,2007,Unprovoked,new caledonia,Swimming,23,Tiger shark,Sep,Y,F,Tiger shark,23
457,2007,Unprovoked,bahamas,Spearfishing,48,Caribbean reef shark,Sep,N,F,Unspecified,48
458,2007,Unprovoked,egypt,Swimming,18 or 20,Oceanic whitetip sharks were in the vicinity,Sep,N,F,Unspecified,18
459,2007,Unprovoked,usa,Surfing,23,3' shark,Sep,N,M,Unspecified,23
460,2007,Unprovoked,usa,Surfing,Teen,9.5' shark?,Sep,N,F,Unspecified,
461,2007,Unprovoked,usa,Snorkeling,14,"Nurse shark, 2' to 3' ",Sep,N,M,Unspecified,14
462,2007,Unprovoked,usa,Jumping,12,"18"" to 24"" shark",Sep,N,F,Unspecified,12
463,2007,Unprovoked,usa,Swimming,58,Possibly a spinner shark,Sep,N,M,Unspecified,58
464,2007,Unprovoked,usa,Body boarding,15,"Tiger shark, 10' to 12' ",Aug,N,M,Tiger shark,15
465,2007,Unprovoked,usa,Surfing,24,"White shark, 12'",Aug,N,M,White shark,24
466,2007,Unprovoked,usa,Surfing,54,3' shark,Aug,N,M,Unspecified,54
467,2007,Unprovoked,usa,Surfing,27,3' shark,Aug,N,M,Unspecified,27
468,2007,Unprovoked,usa,Surfing,16,4' to 5' shark,Aug,N,M,Unspecified,16
469,2007,Unprovoked,usa,Floating near boat & observing bioluminesce,20,Possibly a 6' bull shark,Aug,N,M,Unspecified,20
470,2007,Unprovoked,usa,Swimming,15, ,Aug,N,F,Unspecified,15
471,2007,Unprovoked,usa,Jumped into the water,19,Possibly a 10' bull shark,Aug,N,F,Unspecified,19
472,2007,Unprovoked,usa,Snorkeling,36, ,,N,M,Unspecified,36
473,2007,Unprovoked,australia,Wading,15,"Bronze whaler shark, 1.5 m ",,N,M,Unspecified,15
474,2007,Unprovoked,usa,Swimming,14,2' to 3' shark,Jul,N,M,Unspecified,14
475,2007,Invalid,usa,Swimming,43,Shark involvement not confirmed,Jul,,F,Unspecified,43
476,2007,Unprovoked,usa,Wading,30,5' shark,Jul,N,F,Unspecified,30
477,2007,Unprovoked,bahamas,Spearfishing,48,"Bull shark, 5' ",Jul,N,F,Bull shark,48
478,2007,Unprovoked,usa,Surfing,20,4' shark,Jun,N,M,Unspecified,20
479,2007,Invalid,usa,Surfing,9,Shark involvement not confirmed,Jun,,F,Unspecified,9
480,2007,Provoked,usa,Reviving a sedated shark,40,A 10-year-old 94-pound pregnant blacktip reef shark,May,N,F,Unspecified,40
481,2007,Provoked,england,Fishing,38,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length",,N,M,Unspecified,38
482,2007,Unprovoked,australia,Wading,38,2.5 m shark,May,N,F,Unspecified,38
483,2007,Unprovoked,australia,Surfing,19,10' shark,May,N,M,Unspecified,19
484,2007,Unprovoked,usa,Surfing,21,4' to 5' shark,May,N,F,Unspecified,21
485,2007,Invalid,australia,Swimming,45,Shark involvement prior to death was not confirmed,May,,M,Unspecified,45
486,2007,Unprovoked,usa,Snorkeling,63,"Tiger shark, 14' ",May,N,F,Tiger shark,63
487,2007,Unprovoked,usa,Swimming,68,6' to 8' shark,May,N,M,Unspecified,68
488,2007,Unprovoked,australia,Swimming / jumping off a jetty,13,"""a small shark""",Apr,N,F,Unspecified,13
489,2007,Unprovoked,usa,Body boarding,12,blacktip or spinner shark,Apr,N,M,Unspecified,12
490,2007,Unprovoked,usa,Surfing,24,3' to 4' shark,Apr,N,M,Unspecified,24
491,2007,Unprovoked,new caledonia,Surfing,26,Tiger shark,Apr,N,M,Tiger shark,26
492,2007,Unprovoked,usa,Surfing,27,3' shark,Mar,N,M,Unspecified,27
493,2007,Unprovoked,usa,Surfing,11,4' to 5' shark,Mar,N,M,Unspecified,11
494,2007,Unprovoked,australia,Surfing,42,1.5 m shark,Mar,N,F,Unspecified,42
495,2007,Unprovoked,australia,Swimming,59,2 to 2.5 m shark,Mar,N,F,Unspecified,59
496,2007,Unprovoked,new caledonia,Spearfishing (free diving),30,Tiger shark,Jan,N,M,Tiger shark,30
497,2007,Unprovoked,australia,Diving,41,"White shark, 3m",Jan,N,M,White shark,41
498,2007,Unprovoked,south africa,Swimming / Body Surfing,24,Tiger shark,Jan,Y,M,Tiger shark,24
499,2007,Invalid,usa,Surfing,54,"24"" to 30"" shark",Jan,,M,Unspecified,54
500,2007,Unprovoked,usa,Surfing,24,"6' to 8' shark, possibly a tiger shark",Jan,N,M,Unspecified,24
501,2006,Unprovoked,australia,Surfing,25,2.5 to 3 m shark,Dec,N,M,Unspecified,25
502,2006,Unprovoked,new zealand,Surfing,10,2 to 3 m shark,Dec,N,M,Unspecified,10
503,2006,Unprovoked,usa,Surfing,43,"White shark, 12' to 15' ",Dec,N,M,White shark,43
504,2006,Provoked,south africa,Fishing,25,"Raggedtooth shark, 150-kg",Dec,N,M,Unspecified,25
505,2006,Unprovoked,australia,Body boarding,15,"White shark, 5m ",Dec,N,M,White shark,15
506,2006,Unprovoked,usa,Swimming,29,2 m to 3 m shark,Nov,N,M,Unspecified,29
507,2006,Unprovoked,usa,Surfing,22,"White shark, 16' ",Oct,N,M,White shark,22
508,2006,Unprovoked,usa,Playing soccer in the water,18,3' to 3.5' shark,Oct,N,M,Unspecified,18
509,2006,Unprovoked,usa,Swimming,55,Spinner shark,Sep,N,M,Unspecified,55
510,2006,Invalid,australia,Diving,44,No shark involvement,Sep,,M,Unspecified,44
511,2006,Unprovoked,usa,Standing,33,3' shark,Sep,N,M,Unspecified,33
512,2006,Unprovoked,south africa,Lifesaving drill,24,White shark,Aug,N,M,White shark,24
513,2006,Unprovoked,usa,Surfing,41,White shark?,Jul,N,M,White shark,41
514,2006,Unprovoked,south africa,Surf-skiing,19,"White shark, 3m to 4m",Jul,N,M,White shark,19
515,2006,Unprovoked,usa,Surfing,14, ,Jul,N,M,Unspecified,14
516,2006,Unprovoked,usa,Standing,49,"Angel shark, 1.2m ",Jul,N,M,Unspecified,49
517,2006,Unprovoked,usa,Body boarding,14,5' to 6' spinner or bull shark,Jul,N,F,Unspecified,14
518,2006,Unprovoked,usa,Surfing,22,Possibly a 1' to 3' blacktip or spinner shark,Jun,N,F,Unspecified,22
519,2006,Unprovoked,usa,Surfing,24,2' to 3' shark,Jun,N,M,Unspecified,24
520,2006,Unprovoked,usa,Playing,7,3' to 4' shark,Jun,N,F,Unspecified,7
521,2006,Unprovoked,australia,Surfing,40,14' white shark,Jun,N,M,Unspecified,40
522,2006,Unprovoked,usa,Spearfishing,26,"Tiger shark, 8' to 12'",May,N,M,Tiger shark,26
523,2006,Provoked,usa,Spearfishing,15,"Grey reef shark, 5' to 8' ",May,N,M,Grey shark,15
524,2006,Unprovoked,usa,Scuba diving,30s,"Tiger shark, 10' to 12'",May,N,F,Tiger shark,30
525,2006,Provoked,australia,Snorkeling,46,"Wobbegong shark, 2 m ",May,N,M,Unspecified,46
526,2006,Provoked,usa,Fishing,35,"Bull shark, 4' to bull shark",Apr,N,M,Bull shark,35
527,2006,Unprovoked,australia,Surfing,15,"Bronze whaler shark, a  juvenile ",Apr,N,M,Unspecified,15
528,2006,Unprovoked,south africa,Body boarding,15,"Raggedtooth shark, 2.5 m to 3 m ",Apr,N,M,Unspecified,15
529,2006,Unprovoked,brazil,Swimming,35,Tiger shark,Apr,N,M,Tiger shark,35
530,2006,Unprovoked,usa,Surfing,28,"Tiger shark, 10'  ",Mar,N,F,Tiger shark,28
531,2006,Unprovoked,fiji,Surfing,21,"Tiger shark, 5' ",Mar,N,M,Tiger shark,21
532,2006,Unprovoked,australia,Surfing,15,"Bronze whaler shark, 2 m",Mar,N,M,Unspecified,15
533,2006,Unprovoked,usa,Standing,15,5' to 7' shark,Feb,N,F,Unspecified,15
534,2006,Invalid,usa,Free diving,45,Invalid,Feb,,M,Unspecified,45
535,2006,Unprovoked,south africa,Surfing,15,Raggedtooth shark,Feb,N,M,Unspecified,15
536,2006,Unprovoked,tonga,Swimming,24,Tiger shark,Feb,Y,F,Tiger shark,24
537,2006,Boating,usa,Kayaking,57,12' to 18' shark,Feb,N,M,Unspecified,57
538,2006,Unprovoked,australia,Scuba diving,52,3.5 m white shark,Jan,N,M,Unspecified,52
539,2006,Unprovoked,australia,Swimming,21,Bull shark,Jan,Y,F,Bull shark,21
540,2006,Unprovoked,usa,Surfing,21,4' shark,Jan,N,M,Unspecified,21
541,2005,Unprovoked,usa,Surfing,30,White shark,Dec,N,M,White shark,30
542,2005,Unprovoked,usa,Swimming,29,Tiger shark,Dec,N,M,Tiger shark,29
543,2005,Unprovoked,australia,Spearfishing,44,Whitetip reef shark,Dec,N,M,Unspecified,44
544,2005,Unprovoked,usa,Surfing,23,4' shark,Nov,N,M,Unspecified,23
545,2005,Unprovoked,australia,Surfing,18,1.8 m shark,Nov,N,M,Unspecified,18
546,2005,Unprovoked,usa,Surfing,30s,4' shark,Nov,N,M,Unspecified,30
547,2005,Provoked,south africa,Fishing for sharks,32,"Raggedtooth shark, 2.5m ",Nov,N,M,Unspecified,32
548,2005,Unprovoked,usa,Surfing,18,6' shark,Nov,N,M,Unspecified,18
549,2005,Unprovoked,usa,Surfing,26,12' to 14' white shark,Nov,N,M,Unspecified,26
550,2005,Unprovoked,st. maartin,Standing,55,2' shark,Oct,N,M,Unspecified,55
551,2005,Unprovoked,south africa,Standing / Surfing,20,3 m shark,Oct,N,M,Unspecified,20
552,2005,Unprovoked,usa,Surfing,36,White shark,Oct,N,M,White shark,36
553,2005,Unprovoked,usa,Surfing,20,18' white shark,Oct,N,F,Unspecified,20
554,2005,Unprovoked,usa,Surfing,22,"Tiger shark, less than 10'",Oct,N,M,Tiger shark,22
555,2005,Unprovoked,grand cayman,Scuba diving,57,Caribbean reef sharks,Oct,N,F,Unspecified,57
556,2005,Unprovoked,south africa,Surf-skiing,52,White shark,Oct,N,M,White shark,52
557,2005,Unprovoked,australia,Surfing,26,14' to 16' white shark,Sep,N,M,Unspecified,26
558,2005,Unprovoked,australia,Surfing,44,Bronze whaler shark,Sep,N,M,Unspecified,44
559,2005,Unprovoked,usa,Body surfing,68,3' to 4' shark,Sep,N,F,Unspecified,68
560,2005,Unprovoked,usa,Wading,18,Bull shark,Sep,N,F,Bull shark,18
561,2005,Unprovoked,australia,Surfing,40,4 m [13'] white shark,Sep,N,M,Unspecified,40
562,2005,Unprovoked,australia,Scuba diving,23,White shark,Aug,Y,M,White shark,23
563,2005,Unprovoked,usa,Surfing,37,juvenile white shark,Aug,N,M,Unspecified,37
564,2005,Invalid,usa,"Boogie boarding, kicked at object in the water",17,Shark involvement not confirmed,Aug,,M,Unspecified,17
565,2005,Unprovoked,usa,Swimming,8,Possibly a sandbar shark or small blacktip shark,Aug,N,M,Unspecified,8
566,2005,Unprovoked,usa,Surfing,16,1.8 m [6'] shark,Aug,N,M,Unspecified,16
567,2005,Invalid,usa,Surfing,25,Shark involvement not confirmed,Jul,,M,Unspecified,25
568,2005,Unprovoked,usa,Swimming,22,[4.5' to 5'] shark,Jul,N,M,Unspecified,22
569,2005,Unprovoked,usa,Holding onto an inflatable boat,14,[4' to 5'],Jul,N,F,Unspecified,14
570,2005,Unprovoked,usa,Fishing,16,Bull shark,Jun,N,M,Bull shark,16
571,2005,Unprovoked,usa,Swimming with boogie board,14,1.8 m [6'] bull shark,Jun,Y,F,Unspecified,14
