,type,country,activity,age,species_,mes,fatal,sex,especie_tiburon,year,age_ok
0,Boating,usa,Paddling,57,White shark,Jun,N,F,White shark,2018,57.0
1,Unprovoked,brazil,Swimming,18,Tiger shark,Jun,Y,M,Tiger shark,2018,18.0
2,Unprovoked,usa,Walking,15,"Bull shark, 6'",May,N,M,Bull shark,2018,15.0
3,Provoked,australia,Feeding sharks,32,Grey reef shark,May,N,M,Grey shark,2018,32.0
4,Invalid,england,Fishing,21,Invalid incident,May,N,M,Unspecified,2018,21.0
5,Unprovoked,costa rica,Scuba diving,30,Tiger shark,Apr,N,M,Tiger shark,2018,30.0
6,Unprovoked,australia,Surfing,60,3 m shark,Apr,N,M,Unspecified,2018,60.0
7,Unprovoked,maldives,Fishing,32,Tiger shark,Apr,N,M,Tiger shark,2018,32.0
8,Unprovoked,south africa,Paddle-skiing,33,"White shark, 2.5 m",Apr,N,M,White shark,2018,33.0
9,Unprovoked,south africa,Surfing,19,White shark,Apr,N,M,White shark,2018,19.0
10,Unprovoked,usa,Stand-Up Paddleboarding,25,"Tiger shark, 12'",Mar,N,M,Tiger shark,2018,25.0
11,Unprovoked,australia,Wading,10,Wobbegong shark,Mar,N,M,Unspecified,2018,10.0
14,Unprovoked,australia,Swimming,55,"Juvenile white shark,  2.7 to 3.2 m",Feb,N,F,Unspecified,2018,55.0
15,Unprovoked,australia,Walking,35,"Bull shark, 2 m",Feb,N,M,Bull shark,2018,35.0
16,Unprovoked,brazil,Surfing,20,small shark,Jan,N,M,Unspecified,2018,20.0
17,Unprovoked,usa,Surfing,54,Tiger shark,Dec,N,F,Tiger shark,2017,54.0
18,Unprovoked,usa,Spearfishing,25,"White shark, 4.6 m",Nov,N,M,White shark,2017,25.0
19,Unprovoked,australia,Surfing,25,2 m shark,Nov,N,M,Unspecified,2017,25.0
20,Unprovoked,cuba,Night bathing,22,Tiger shark,Nov,Y,M,Tiger shark,2017,22.0
21,Unprovoked,australia,Surfing,31,"Wobbegong shark, 1 m",Oct,N,M,Unspecified,2017,31.0
22,Unprovoked,australia,Kayaking / Fishing,15,"White shark, 4.5 m",Oct,N,F,White shark,2017,15.0
23,Unprovoked,usa,Surfing,54,"Tiger shark, 8 to 10 feet",Oct,N,M,Tiger shark,2017,54.0
24,Unprovoked,usa,Snorkeling,40,8' shark,Oct,N,F,Unspecified,2017,40.0
25,Invalid,usa,Surfing,33,Questionable,Sep,Unknown,M,Unspecified,2017,33.0
26,Unprovoked,usa,Surfing,18,5' to 6' shark,Sep,N,M,Unspecified,2017,18.0
27,Unprovoked,australia,Surfing,35,"White shark, 3 to 3.5m ",Sep,N,M,White shark,2017,35.0
28,Unprovoked,australia,Surfing,37,"White shark, 3 m",Aug,N,M,White shark,2017,37.0
29,Invalid,spain,Swimming,11,Shark involvement questionable,Aug,Unknown,F,Unspecified,2017,11.0
30,Unprovoked,usa,SUP,69,"White shark, 5' to 7'",Aug,N,M,White shark,2017,25.0
31,Unprovoked,usa,Swimming,13,Possibly a juvenile blacktip shark,Aug,N,M,Unspecified,2017,13.0
32,Provoked,usa,Fishing,34,4' shark,Aug,N,M,Unspecified,2017,34.0
33,Invalid,usa,Swimming,10,A small shark,Jul,Unknown,M,Unspecified,2017,10.0
34,Boating,usa,Kayaking,40,"White shark, 11' to 13'",Jul,N,M,White shark,2017,40.0
35,Unprovoked,usa,SUP,50,"White shark, 8' to 10'",Jul,N,M,White shark,2017,50.0
36,Unprovoked,usa,Swimming,46,"Bull shark, 4' to 5'",Jul,N,M,Bull shark,2017,46.0
37,Unprovoked,south africa,Surfing,13,"White shark, 2.5 m",Jul,N,F,White shark,2017,13.0
38,Unprovoked,australia,Body boarding,48,"White shark, 4 m",Jun,N,M,White shark,2017,48.0
39,Unprovoked,bahamas,Snorkeling,32,Tiger shark,Jun,N,F,Tiger shark,2017,32.0
40,Invalid,usa,Surfing,18,Shark involvement highly doubtful,May,Unknown,F,Unspecified,2017,18.0
41,Unprovoked,australia,Surfing,17,White shark,Apr,Y,F,White shark,2017,17.0
42,Unprovoked,usa,Surfing,28,"Tiger shark, 12'",Apr,N,M,Tiger shark,2017,28.0
43,Unprovoked,usa,Swimming,17,"Bull shark, 5' to 7'",Apr,N,F,Bull shark,2017,17.0
44,Unprovoked,australia,Scuba Diving,55,"Bull shark, 4 m",Jan,N,M,Bull shark,2017,55.0
45,Unprovoked,indonesia,Surfing,48,"Bull shark, 1 m",Jan,N,M,Bull shark,2017,48.0
46,Invalid,australia,Wading,20,Shark involvement not confirmed,Jan,Unknown,M,Unspecified,2017,20.0
47,Unprovoked,south africa,Surf skiing ,55,"White shark, 4 m",Dec,N,M,White shark,2016,55.0
48,Invalid,usa,Surfing,19,Shark involvement not confirmed,Dec,Unknown,M,Unspecified,2016,19.0
49,Provoked,australia,Surf fishing,20,"Wobbegong shark, 2m",Dec,N,M,Unspecified,2016,20.0
50,Unprovoked,australia,Surfing,65,White shark,Dec,N,M,White shark,2016,65.0
51,Provoked,australia,Fishing,73,"Broadnose sevengill shark, 1.5 m",Nov,N,M,Unspecified,2016,25.0
52,Unprovoked,usa,Floating,58,Tiger shark,Nov,N,F,Tiger shark,2016,58.0
53,Unprovoked,usa,Surfing,36, 6' to 8' shark,Oct,N,M,Unspecified,2016,36.0
54,Unprovoked,australia,Surfing,17,"White shark, 3.5 m",Sep,N,M,White shark,2016,17.0
55,Unprovoked,usa,Wading,60s,3' to 4' shark,Sep,N,M,Unspecified,2016,60.0
56,Unprovoked,usa,Swimming,51,"Tiger shark, 10'",Sep,N,F,Tiger shark,2016,51.0
57,Unprovoked,usa,Surfing,25,"Bull shark, 6'",Aug,N,M,Bull shark,2016,25.0
58,Unprovoked,usa,SUP Foil boarding,21,"Tiger shark, 10' ",Aug,N,M,Tiger shark,2016,21.0
59,Unprovoked,spain,Swimming,40,Blue shark,Jul,N,M,Unspecified,2016,40.0
60,Provoked,australia,Fishing,31,"reef shark, 1m",Jul,N,M,Unspecified,2016,31.0
61,Unprovoked,usa,Kite surfing,61,"White shark, 10' to 12'",Jul,N,M,White shark,2016,61.0
62,Provoked,usa,Fishing,59,dogfish shark,Jul,N,M,Unspecified,2016,59.0
63,Provoked,australia,Fishing,34,Tawny nurse shark,Jul,N,M,Unspecified,2016,34.0
64,Unprovoked,usa,Floating,42,3' to 5' shark,Jun,N,M,Unspecified,2016,42.0
65,Unprovoked,usa,Floating in tube,6,3' to 4' shark,Jun,N,F,Unspecified,2016,6.0
66,Unprovoked,usa,Standing,19,3' shark,Jun,N,M,Unspecified,2016,19.0
67,Invalid,usa,Surfing,27,Said to involve an 8' shark but more likely damage caused by debris,Jun,Unknown,M,Unspecified,2016,27.0
68,Unprovoked,australia,Diving,60,3+ m shark,Jun,Y,F,Unspecified,2016,60.0
69,Unprovoked,egypt,Swimming,23,Mako shark,Jun,N,M,Unspecified,2016,23.0
70,Unprovoked,australia,Surfing,29,White shark,May,Y,M,White shark,2016,29.0
71,Unprovoked,usa,Swimming,13,5' shark,May,N,M,Unspecified,2016,13.0
72,Unprovoked,usa,Swimming,22,"Bull shark, 4' to 5'",May,N,F,Bull shark,2016,22.0
73,Unprovoked,usa,Swimming,48,"Blacktip shark, 4'",May,N,M,Unspecified,2016,48.0
74,Provoked,usa,Teasing a shark,23,"Nurse shark, 2'",May,N,F,Unspecified,2016,23.0
75,Provoked,new zealand,Fishing,39,"Mako shark, 1.5 m [5'] ",May,N,M,Unspecified,2016,39.0
76,Unprovoked,indonesia,Surfing,24,"Bull shark, 6'",Apr,N,M,Bull shark,2016,24.0
77,Unprovoked,australia,Swimming,12,Wobbegong shark,Apr,N,M,Unspecified,2016,12.0
78,Provoked,french polynesia,Spearfishing,22,"Grey reef shark, 2 m",Apr,Unknown,M,Grey shark,2016,22.0
79,Provoked,french polynesia,Spearfishing,26,"Grey reef shark, 2 m",Apr,N,M,Grey shark,2016,26.0
80,Unprovoked,new caledonia,Walking,69,"Tiger shark, 2.5 m",Apr,Y,F,Tiger shark,2016,25.0
81,Unprovoked,usa,Paddle boarding,48,"Tiger shark, 14'",Jan,N,M,Tiger shark,2016,48.0
82,Unprovoked,australia,Wading,11,Blacktip shark,Jan,N,M,Unspecified,2016,11.0
83,Unprovoked,australia,Spearfishing,31,3 m shark,Jan,N,M,Unspecified,2016,31.0
84,Unprovoked,usa,Paddle boarding,71,9' shark,Dec,N,M,Unspecified,2015,25.0
85,Unprovoked,australia,Surfing,43,"Bronze whaler shark, 6'",Dec,N,M,Unspecified,2015,43.0
86,Unprovoked,ecuador,Snorkeling,55,Galapagos shark,Nov,N,M,Unspecified,2015,55.0
87,Unprovoked,australia,Surfing,20,"Bull shark, 2.8 to 3.1 m",Nov,N,M,Bull shark,2015,20.0
88,Invalid,usa,Surfing,9,Shark involvement not confirmed,Nov,Unknown,F,Unspecified,2015,9.0
89,Unprovoked,usa,Wading,28,3' to 5' shark,Nov,N,F,Unspecified,2015,28.0
90,Unprovoked,south africa,Surfing,42,"White shark, 3 to 3.5m ",Oct,N,M,White shark,2015,42.0
91,Unprovoked,usa,Surfing,21,5' shark,Oct,N,M,Unspecified,2015,21.0
92,Unprovoked,usa,Surfing,21,"Spinner shark, 5'",Oct,N,M,Unspecified,2015,21.0
93,Invalid,usa,Surfing,32,No shark involvement,Oct,Unknown,M,Unspecified,2015,32.0
94,Unprovoked,usa,Swimming,44,"Tiger shark, 7'",Oct,N,M,Tiger shark,2015,44.0
95,Unprovoked,usa,Surfing,25,"Tiger shark, 13' ",Oct,N,M,Tiger shark,2015,25.0
96,Unprovoked,usa,Wading,13,4' to 5' shark,Oct,N,M,Unspecified,2015,13.0
97,Unprovoked,usa,Surfing,14,"Blacktip shark, 4' to 5'",Oct,N,M,Unspecified,2015,14.0
98,Unprovoked,usa,Surfing,22,"Blacktip shark, 5' to 6'",Sep,N,M,Unspecified,2015,22.0
99,Unprovoked,usa,Surfing,14,juvenile shark,Sep,N,M,Unspecified,2015,14.0
100,Unprovoked,usa,Spearfishing,27,"Tiger shark, 13'",Sep,N,M,Tiger shark,2015,27.0
101,Unprovoked,usa,Wading,12,4' shark,Sep,N,M,Unspecified,2015,12.0
102,Unprovoked,australia,Surfing,42,6' shark,Sep,N,M,Unspecified,2015,42.0
103,Unprovoked,usa,Stand-Up Paddleboarding,50,"White shark, 11' to 12'",Sep,N,F,White shark,2015,50.0
104,Provoked,usa,Kayak Fishing,29,Hammerhead shark.,Sep,N,M,Unspecified,2015,29.0
105,Unprovoked,australia,Surf-skiing,62,"White shark, 2.5 m",Sep,N,M,White shark,2015,62.0
106,Unprovoked,thailand,Wading,37,small shark,Sep,N,F,Unspecified,2015,37.0
107,Unprovoked,usa,Surfing,54,"White shark, 11' to 12'",Aug,N,F,White shark,2015,54.0
108,Unprovoked,usa,Surfing,21,"White shark, 10' to 12' ",Aug,N,M,White shark,2015,21.0
109,Unprovoked,usa,Surfing,15,4' shark,Aug,N,M,Unspecified,2015,15.0
110,Unprovoked,usa,Walking,10,3' shark,Aug,N,F,Unspecified,2015,10.0
111,Boating,usa,Kayak Fishing,22,"White shark, 13'",Aug,N,M,White shark,2015,22.0
112,Invalid,spain,Swimming,10,Shark involvement not confirmed,Aug,Unknown,M,Unspecified,2015,10.0
113,Provoked,usa,Spearfishing,57,Hammerhead shark. 6' to 7',Aug,N,M,Unspecified,2015,57.0
114,Unprovoked,australia,Surfing,52,White shark,Jul,N,M,White shark,2015,52.0
115,Unprovoked,usa,Surfing,25,"Blacktip or spinner shark, 4'",Jul,N,M,Unspecified,2015,25.0
116,Invalid,usa,Floating,35,"Thought to involve a 3' to 4' shark, but shark involvement not confirmed",Jul,Unknown,F,Unspecified,2015,35.0
117,Unprovoked,australia,Scallop diving on hookah,46,"White shark, 3.9 to 4.2 m",Jul,Y,M,White shark,2015,46.0
118,Unprovoked,usa,Surfing,38,"White shark, 7'",Jul,N,M,White shark,2015,38.0
120,Unprovoked,australia,Body boarding ,32,White shark,Jul,N,M,White shark,2015,32.0
121,Unprovoked,usa,Swimming,68,6' to 7' shark,Jul,N,M,Unspecified,2015,25.0
122,Unprovoked,usa,Playing in the water,12,4' to 5' shark,Jun,N,M,Unspecified,2015,12.0
123,Unprovoked,usa,Swimming,18,Bull shark,Jun,N,M,Bull shark,2015,18.0
124,Unprovoked,south africa,Body Boarding,19,White shark,Jun,N,M,White shark,2015,19.0
125,Unprovoked,south africa,Surfing,23,"White shark, 2m to 3 m",Jun,N,M,White shark,2015,23.0
126,Unprovoked,usa,Standing,43,4' shark,Jun,N,M,Unspecified,2015,43.0
127,Unprovoked,usa,Swimming,6,Sandtiger shark,Jun,N,M,Unspecified,2015,6.0
128,Invalid,australia,Surfing,37,White shark,Jun,N,F,White shark,2015,37.0
129,Unprovoked,usa,Wading,16,Bull shark,Jun,N,M,Bull shark,2015,16.0
130,Unprovoked,usa,Wading,12,Bull shark,Jun,N,F,Bull shark,2015,12.0
131,Unprovoked,usa,Boogie boarding,13,4' shark,Jun,N,F,Unspecified,2015,13.0
132,Unprovoked,usa,Playing,11,"Bull shark, 5'",Jun,N,M,Bull shark,2015,11.0
133,Unprovoked,reunion,Surfing,47,"Bull shark, 2.5 m",Jun,N,M,Bull shark,2015,47.0
134,Unprovoked,french polynesia,Spearfishing,19,1m to 1.2 m shark,May,N,M,Unspecified,2015,19.0
136,Unprovoked,south africa,Diving,29,"White shark, 3.5 m",May,N,M,White shark,2015,29.0
137,Unprovoked,usa,Wading,63,3- to 4-foot shark,Apr,N,M,Unspecified,2015,63.0
138,Unprovoked,australia,Surfing,26,"White shark, 6 m",Apr,N,M,White shark,2015,26.0
139,Unprovoked,australia,Surf skiing ,71,"White shark, 3 m",Jun,N,M,White shark,2015,25.0
140,Unprovoked,reunion,Surfing,13,Bull shark,Apr,Y,M,Bull shark,2015,13.0
141,Unprovoked,usa,Spearfishing,70,Bull shark,Apr,N,M,Bull shark,2015,25.0
142,Invalid,brazil,Surfing,23,No shark involvement,Mar,Unknown,M,Unspecified,2015,23.0
143,Unprovoked,usa,Standing / Snorkeling,58,"Tiger shark, 8 to 12 feet",Mar,N,M,Tiger shark,2015,58.0
144,Unprovoked,french polynesia,Hand feeding sharks,9,Blacktip shark,Mar,N,M,Unspecified,2015,9.0
145,Unprovoked,reunion,Swimming,22,"Tiger shark, 3.5 m",Feb,Y,F,Tiger shark,2015,22.0
146,Unprovoked,australia,Surfing,41,3.5 to 4 m shark,Feb,Y,M,Unspecified,2015,41.0
147,Unprovoked,australia,Surfing,35,2 m to  3 m shark,Feb,N,M,Unspecified,2015,35.0
148,Boating,australia,Rowing,57,"Bull shark, 1.3 m",Jan,N,M,Bull shark,2015,57.0
149,Provoked,usa,Shark fishing,20,4' shark,Jan,N,M,Unspecified,2015,20.0
150,Unprovoked,bahamas,Snorkeling,34,White shark or oceanic whitetip shark,Jan,N,F,White shark,2015,34.0
151,Unprovoked,south africa,Surfing,15,"Raggedtooth shark, 1.3 m",Jan,N,M,Unspecified,2015,15.0
152,Unprovoked,australia,Spearfishing,17,"White shark, 4 to 5 m",Dec,Y,M,White shark,2014,17.0
153,Unprovoked,usa,Surfing,50,"White shark, 8' to 10'",Dec,N,M,White shark,2014,50.0
154,Provoked,australia,Fishing,40s,1.5 m shark,Dec,N,M,Unspecified,2014,40.0
155,Unprovoked,australia,Spearfishing,17,Tiger shark,Dec,Y,M,Tiger shark,2014,17.0
156,Unprovoked,usa,Surfing,44,2' shark,Nov,N,M,Unspecified,2014,44.0
157,Unprovoked,usa,Snorkeling,53,1.5 m shark,Nov,N,M,Unspecified,2014,53.0
158,Unprovoked,usa,Surfing,34,"Tiger shark, 12'",Oct,N,F,Tiger shark,2014,34.0
159,Unprovoked,australia,Surfing,13,1 m shark,Oct,N,F,Unspecified,2014,13.0
160,Unprovoked,usa,Surfing,29,Blacktip shark,Oct,N,M,Unspecified,2014,29.0
161,Unprovoked,usa,Surfing,15,Blacktip shark,Oct,N,M,Unspecified,2014,15.0
162,Unprovoked,usa,Surfing,28,8' to 10' shark,Oct,N,M,Unspecified,2014,28.0
163,Unprovoked,australia,Surfing,23,"2 white shark: 13' & 9""8""",Oct,N,M,Unspecified,2014,23.0
164,Unprovoked,australia,Swimming,50,7' shark,Sep,Y,M,Unspecified,2014,50.0
165,Unprovoked,usa,Fishing ,43,Bull shark,Sep,N,M,Bull shark,2014,43.0
166,Boating,usa,Kayaking ,20s,"White shark, 12' to 14'",Sep,N,F,White shark,2014,20.0
167,Provoked,usa,Fishing,52,3' to 4' shark,Sep,N,M,Unspecified,2014,52.0
168,Unprovoked,usa,Body surfing,13,Spinner shark,Aug,N,F,Unspecified,2014,13.0
169,Unprovoked,usa,Swimming,7," Bull shark, 5'",Aug,N,M,Bull shark,2014,7.0
170,Unprovoked,usa,Boogie boarding,10,4' tp 5' shark,Aug,N,M,Unspecified,2014,10.0
171,Unprovoked,south africa,Surfing,20,White shark,Aug,N,M,White shark,2014,20.0
172,Unprovoked,usa,Swimming,61,6' to 8' shark,Jul,N,M,Unspecified,2014,61.0
173,Unprovoked,usa,Swimming,39,4' shark,Jul,N,M,Unspecified,2014,39.0
174,Invalid,bahamas,Shark diving,63,Shark involvement not confirmed,Jul,Unknown,M,Unspecified,2014,63.0
176,Unprovoked,usa,Standing,16," Sandbar shark, 3' to 4'",Jun,N,M,Unspecified,2014,16.0
177,Unprovoked,australia,Body boarding,39,"Bronze whaler shark, 1.5m",Jun,N,M,Unspecified,2014,39.0
178,Unprovoked,usa,Swimming,22,Bull shark,Jun,N,F,Bull shark,2014,22.0
179,Unprovoked,australia,Surfing,35," white shark, 15' ",May,N,M,Unspecified,2014,35.0
180,Unprovoked,usa,Swimming,40,4' to 5' shark,May,N,F,Unspecified,2014,40.0
181,Unprovoked,usa,Surfing,23,3' shark,May,N,M,Unspecified,2014,23.0
182,Unprovoked,australia,Swimming,63,3 m to 4 m white shark,Apr,Y,F,Unspecified,2014,63.0
183,Invalid,australia,Diving for lobsters,38,Shark involvement prior to death not confirmed,Mar,Unknown,M,Unspecified,2014,38.0
184,Unprovoked,south africa,Swimming,66,2 m shark,Mar,Y,M,Unspecified,2014,25.0
185,Unprovoked,french polynesia,Kitesurfing,21,Blacktip reef shark ,Feb,N,M,Unspecified,2014,21.0
186,Unprovoked,new zealand,Surfing,28,7-gill shark?,Feb,N,M,Unspecified,2014,28.0
187,Unprovoked,new caledonia,Snorkeling,37,Reported to involve a bull shark,Dec,N,M,Unspecified,2013,37.0
188,Unprovoked,south africa,Surfing,19,"White shark, 3m ",Dec,N,M,White shark,2013,19.0
189,Unprovoked,usa,Boogie boarding,29,"Tiger shark, 10' to 12'",Dec,N,M,Tiger shark,2013,29.0
190,Unprovoked,usa,Surfing,30,4' to 6' shark,Dec,N,M,Unspecified,2013,30.0
191,Unprovoked,australia,Surfing,26," Wobbegong shark, 1.6 to 1.8m ",Dec,N,M,Unspecified,2013,26.0
192,Unprovoked,australia,Body boarding,19,"Tiger shark, 3m ",Nov,Y,M,Tiger shark,2013,19.0
193,Unprovoked,australia,Surfing,35,Thought to involve a white shark,Nov,Y,M,Unspecified,2013,35.0
194,Unprovoked,usa,Surfing,25,"White shark, 10 '",Nov,N,M,White shark,2013,25.0
195,Unprovoked,usa,Kiteboarding,46,Tiger shark,Oct,N,M,Tiger shark,2013,46.0
196,Unprovoked,australia,Snorkeling,60,"Blacktip reef shark, 1m",Oct,N,F,Unspecified,2013,60.0
197,Unprovoked,reunion,Body boarding,24,Thought to involve a bull shark,Oct,N,M,Unspecified,2013,24.0
198,Unprovoked,australia,Surfing,41,Wobbegong shark,Oct,N,M,Unspecified,2013,41.0
199,Unprovoked,usa,Diving ,45,"Whitetip reef shark, 4' to 6'",Oct,N,M,Unspecified,2013,45.0
200,Unprovoked,usa,Surfing,25,Tiger shark,Oct,N,M,Tiger shark,2013,25.0
201,Unprovoked,usa,Wading,6,Nurse shark?,Oct,N,M,Unspecified,2013,6.0
202,Unprovoked,south africa,Swimming / snorkeling,74,White shark,Oct,Y,M,White shark,2013,25.0
203,Unprovoked,australia,Diving for Abalone,55,White shark,Oct,N,M,White shark,2013,55.0
204,Unprovoked,usa,Surfing,45,"White shark, 8' to 10'",Oct,N,M,White shark,2013,45.0
211,Unprovoked,usa,Surfing,10,"Bull shark, 8'",Aug,N,M,Bull shark,2013,10.0
213,Unprovoked,bahamas,Spearfishing,40,6' shark,Jul,N,M,Unspecified,2013,40.0
215,Unprovoked,bahamas,Cleaning fish,64,Nurse shark,Jul,N,M,Unspecified,2013,64.0
216,Unprovoked,usa,Swimming,14,4' to 5' shark,Jun,N,M,Unspecified,2013,14.0
217,Unprovoked,usa,Swimming,28,"Tiger shark, 14'",Jun,N,M,Tiger shark,2013,28.0
219,Unprovoked,ecuador,Surfing,29,Galapagos shark,May,N,M,Unspecified,2013,29.0
220,Unprovoked,reunion,Body boarding,36,Bull shark,May,Y,M,Bull shark,2013,36.0
221,Unprovoked,usa,Surfing,16,a small shark,May,N,M,Unspecified,2013,16.0
222,Unprovoked,mexico,Swimming,34,Tiger shark,Apr,N,F,Tiger shark,2013,34.0
223,Unprovoked,australia,Fishing,51,"Grey nurse shark, 3m",Apr,N,M,Grey shark,2013,51.0
224,Unprovoked,usa,Playing in the surf,9,3' shark,Apr,N,M,Unspecified,2013,9.0
225,Unprovoked,usa,Surfing,21,Bull shark,Apr,N,M,Bull shark,2013,21.0
226,Unprovoked,french polynesia,Kite boarding,53,Possibly a blacktip reef shark,Apr,N,M,Unspecified,2013,53.0
227,Unprovoked,usa,Surfing,58,4' shark,Apr,N,M,Unspecified,2013,58.0
228,Provoked,south africa,Fishing - 'tag & release',30,"Raggedtooth shark, 1.5 m",Mar,N,M,Unspecified,2013,30.0
229,Unprovoked,jamaica,Spearfishing,68,"Tiger shark, 4.8 m",Mar,Y,M,Tiger shark,2013,25.0
230,Unprovoked,australia,Spearfishing,28,"Bronze whaler shark, 2.5m",Mar,N,M,Unspecified,2013,28.0
231,Unprovoked,new zealand,Swimming,46,"White shark, 4m",Feb,Y,M,White shark,2013,46.0
232,Unprovoked,usa,Surfing,16,"Blacktip shark, 4' to 5'",Feb,N,M,Unspecified,2013,16.0
233,Unprovoked,french polynesia,Scuba diving,48,Lemon shark,Feb,N,M,Lemon shark,2013,48.0
234,Unprovoked,usa,Surfing,43,"Tiger shark, 15'",Jan,N,M,Tiger shark,2013,43.0
235,Unprovoked,australia,Surfing,23,2.5 m shark,Dec,N,M,Unspecified,2012,23.0
236,Unprovoked,australia,Paddle boarding,29,"Bull shark, 2m ",Dec,N,M,Bull shark,2012,29.0
237,Unprovoked,australia,Surfing,32,"Tiger shark, 6'",Dec,N,M,Tiger shark,2012,32.0
238,Unprovoked,usa,Surfing,60,10' shark,Dec,N,M,Unspecified,2012,60.0
239,Unprovoked,australia,Spearfishing,31,Sandtiger shark,Dec,N,M,Unspecified,2012,31.0
240,Unprovoked,usa,Snorkeling,61,"Tiger shark, 10'",Nov,N,M,Tiger shark,2012,61.0
241,Unprovoked,mexico,Swimming,32,2.5 m shark,Nov,Y,M,Unspecified,2012,32.0
242,Unprovoked,usa,Surfing,14,2' to 3' shark,Nov,N,M,Unspecified,2012,14.0
243,Unprovoked,usa,Diving,30,"Tiger shark, 15'",Nov,N,M,Tiger shark,2012,30.0
244,Unprovoked,usa,Surfing,43,"Tiger shark, 8'",Nov,N,M,Tiger shark,2012,43.0
245,Unprovoked,usa,Surfing,25,White shark,Oct,N,M,White shark,2012,25.0
246,Unprovoked,usa,Swimming,51,"Tiger shark, 10' to 12' ",Oct,N,F,Tiger shark,2012,51.0
247,Unprovoked,usa,Surfing,39,"White shark, 15' to 16' ",Oct,Y,M,White shark,2012,39.0
248,Unprovoked,usa,Paddle boarding,55,6' to 8' shark,Oct,N,M,Unspecified,2012,55.0
249,Unprovoked,australia,Bodyboarding,11,2m shark,Oct,N,M,Unspecified,2012,11.0
250,Unprovoked,usa,Surfing,21,5' shark,Sep,N,M,Unspecified,2012,21.0
251,Unprovoked,usa,Surfing,22,4' shark,Sep,N,M,Unspecified,2012,22.0
252,Unprovoked,usa,Boogie boarding,8,3.5' to 4' shark,Sep,N,F,Unspecified,2012,8.0
253,Unprovoked,usa,Swimming or boogie boarding,56,3.5' to 4' shark,Sep,N,F,Unspecified,2012,56.0
254,Unprovoked,usa,Free diving ,56,"Lemon shark, 4' to 5' ",Aug,N,M,Lemon shark,2012,56.0
255,Unprovoked,australia,Surfing,48,White shark or bronze whaler,Jul,N,M,White shark,2012,48.0
256,Unprovoked,usa,Body surfing,50,Thought to involve a white shark,Jul,N,M,Unspecified,2012,50.0
257,Unprovoked,australia,Surfing,24,"White shark, 5m",Jul,Y,M,White shark,2012,24.0
258,Boating,usa,Kayaking,52,14' to 18'shark,Jul,N,M,Unspecified,2012,52.0
259,Unprovoked,south africa,Surfing,29,15' shark,Jul,N,M,Unspecified,2012,29.0
260,Unprovoked,usa,Swimming,6,possibly a bull shark,Jun,N,M,Unspecified,2012,6.0
261,Unprovoked,usa,Sitting in the water,16,a small reef shark,Jun,N,F,Unspecified,2012,16.0
262,Unprovoked,australia,Surf skiing ,62,3 m shark,Jun,N,M,Unspecified,2012,62.0
263,Provoked,usa,Fishing,23,Nurse shark,Jun,N,M,Unspecified,2012,23.0
264,Unprovoked,usa,Swimming,18,small blacktip shark?,Jun,N,F,Unspecified,2012,18.0
265,Unprovoked,usa,Swimming,16,Blacktip shark ,Jun,N,M,Unspecified,2012,16.0
266,Unprovoked,australia,Surfing,42,1.5 m shark,Jun,N,M,Unspecified,2012,42.0
267,Provoked,italy,Attempting to rescue an injured & beached shark,57,"Blue shark, 2.5m",Jun,Unknown,M,Unspecified,2012,57.0
268,Unprovoked,australia,Surf skiing ,30,"White shark, 2 m",Jun,N,M,White shark,2012,30.0
269,Unprovoked,usa,Wading,33,"18"" to 24"" shark",May,N,F,Unspecified,2012,33.0
270,Unprovoked,mexico,Free diving / spearfishing,46,"Bull shark, 3m",May,N,M,Bull shark,2012,46.0
271,Unprovoked,usa,Surfing,22,4' to 5' shark,May,N,M,Unspecified,2012,22.0
272,Boating,usa,Kayaking / Fishing,30,White shark,May,N,M,White shark,2012,30.0
273,Unprovoked,usa,Paddle boarding,15,White shark,May,N,F,White shark,2012,15.0
274,Unprovoked,usa,Surfing,28,5' shark,Apr,N,M,Unspecified,2012,28.0
275,Unprovoked,south africa,Body boarding,20,"White shark, 4 m to 5m ",Apr,Y,M,White shark,2012,20.0
276,Unprovoked,usa,Surfing,28,"Tiger shark, 10'  ",Apr,N,M,Tiger shark,2012,28.0
277,Unprovoked,australia,Scuba diving,33,"White shark, 4m ",Mar,Y,M,White shark,2012,33.0
278,Unprovoked,australia,Surfing,20,Possibly a bull shark,Mar,N,M,Unspecified,2012,20.0
279,Unprovoked,usa,Surfing,61,Possibly a 5' to 6' bull shark,Mar,N,M,Unspecified,2012,61.0
280,Unprovoked,usa,Surfing,15,4' to 5' shark,Mar,N,F,Unspecified,2012,15.0
281,Unprovoked,usa,Surfing,17,4' to 5' shark,Mar,N,M,Unspecified,2012,17.0
282,Provoked,australia,"Diving, feeding sharks",34,"Tawny nurse shark, 40cm",Mar,N,F,Unspecified,2012,34.0
283,Unprovoked,usa,Kite Surfing,19,4' shark,Mar,N,M,Unspecified,2012,19.0
284,Unprovoked,australia,Snorkeling,26,"Tiger shark, 3m",Jan,N,M,Tiger shark,2012,26.0
285,Unprovoked,australia,Surfing,44,"White shark, 2.7 m",Jan,N,M,White shark,2012,44.0
286,Unprovoked,south africa,Swimming,25,Thought to involve a bull shark,Jan,Y,M,Unspecified,2012,25.0
287,Unprovoked,australia,Surfing,28,2 m shark,Jan,N,M,Unspecified,2012,28.0
